GEOID,TractFIPS,poverty_pct,low_edu_pct,single_parent_pct,renter_pct,overcrowded_pct,no_vehicle_pct,nonemployed_u65_pct,MHLTH_CrudePrev,OBESITY_CrudePrev,miss_poverty_pct,miss_low_edu_pct,miss_single_parent_pct,miss_renter_pct,miss_overcrowded_pct,miss_no_vehicle_pct,miss_nonemployed_u65_pct,miss_MHLTH_CrudePrev,miss_OBESITY_CrudePrev
34005702917,34005702917,3.5,2.460202604920405,9.090909090909092,14.430379746835442,0.0,2.7848101265822782,21.599999999999994,,,False,False,False,False,False,False,False,True,True
34005702918,34005702918,2.7,0.6661732050333087,21.92393736017897,21.92881745120551,1.6073478760045925,2.8702640642939152,16.900000000000006,,,False,False,False,False,False,False,False,True,True
34005703000,34005703000,6.0,5.374855824682815,5.378151260504202,7.592190889370933,0.0,2.472885032537961,16.299999999999997,,,False,False,False,False,False,False,False,True,True
34005703102,34005703102,2.3,1.6237402015677491,1.5625,13.963480128893663,0.0,2.0408163265306123,28.799999999999997,,,False,False,False,False,False,False,False,True,True
34005703103,34005703103,15.3,10.06269592476489,21.10469909315746,51.48051948051948,1.2467532467532467,7.896103896103897,25.599999999999994,,,False,False,False,False,False,False,False,True,True
34005703104,34005703104,2.0,6.704067321178122,13.333333333333334,9.435028248587571,0.5084745762711864,3.3333333333333335,22.099999999999994,,,False,False,False,False,False,False,False,True,True
34005703201,34005703201,6.3,9.010458567980692,10.695187165775401,6.585540443808161,0.7158196134574087,5.010737294201862,22.0,,,False,False,False,False,False,False,False,True,True
34005703202,34005703202,4.1,3.350515463917526,6.167979002624672,11.91765980498375,2.4918743228602382,0.6500541711809318,25.099999999999994,,,False,False,False,False,False,False,False,True,True
34005703203,34005703203,7.4,5.3633217993079585,2.9767441860465116,5.3120849933598935,0.0,10.048694112439133,36.4,,,False,False,False,False,False,False,False,True,True
34005703600,34005703600,3.2,4.290894439967768,3.2819492789656888,5.070993914807302,0.0,0.7302231237322515,25.299999999999997,,,False,False,False,False,False,False,False,True,True
34005703700,34005703700,4.4,4.017320182824152,11.736526946107785,7.213114754098362,0.0,3.0444964871194378,22.099999999999994,,,False,False,False,False,False,False,False,True,True
34005703801,34005703801,1.2,1.6343825665859564,5.285714285714286,15.229215229215228,0.11655011655011654,8.275058275058274,20.700000000000003,,,False,False,False,False,False,False,False,True,True
34005703802,34005703802,4.8,2.4604072398190047,5.3076923076923075,33.933933933933936,0.0,0.5505505505505506,18.099999999999994,,,False,False,False,False,False,False,False,True,True
34005703803,34005703803,2.0,1.9307211811470757,6.585540443808161,6.417736289381564,0.0,0.5250875145857643,19.700000000000003,,,False,False,False,False,False,False,False,True,True
34005703804,34005703804,2.7,2.7027027027027026,3.136434918975431,2.267674522009782,0.755891507336594,0.6224988883948421,19.599999999999994,,,False,False,False,False,False,False,False,True,True
34005703900,34005703900,1.6,1.0997067448680353,8.684654300168635,4.982935153583617,0.0,0.0,18.400000000000006,,,False,False,False,False,False,False,False,True,True
34005704004,34005704004,3.5,7.410046312789455,12.092534174553101,48.15047021943574,0.6896551724137931,4.890282131661442,19.799999999999997,,,False,False,False,False,False,False,False,True,True
34005704005,34005704005,7.1,3.8754074610648317,7.5,30.79448456992777,1.3131976362442548,9.783322390019698,17.599999999999994,,,False,False,False,False,False,False,False,True,True
34005704006,34005704006,5.4,3.880597014925373,7.945736434108527,19.106145251396647,1.2290502793296088,0.782122905027933,20.099999999999994,,,False,False,False,False,False,False,False,True,True
34005704007,34005704007,4.4,10.241874527588815,3.4090909090909087,36.0252808988764,1.193820224719101,13.834269662921347,12.900000000000006,,,False,False,False,False,False,False,False,True,True
34005704008,34005704008,5.3,3.970628229534947,6.716929403701164,26.10912799592045,1.631820499745028,2.7027027027027026,21.799999999999997,,,False,False,False,False,False,False,False,True,True
34005704009,34005704009,2.8,2.8065893837705915,7.512953367875648,41.299790356394126,0.0,3.2494758909853245,20.599999999999994,,,False,False,False,False,False,False,False,True,True
34005704011,34005704011,0.7,0.876765708718948,1.4874141876430207,1.2252591894439209,0.0,1.5080113100848256,14.5,,,False,False,False,False,False,False,False,True,True
34005704012,34005704012,2.3,0.7322431047107639,11.428571428571429,12.71292064810968,0.7893643539675945,2.2850020772746156,10.799999999999997,,,False,False,False,False,False,False,False,True,True
34005704013,34005704013,4.0,3.3285094066570187,9.923664122137405,2.394859813084112,0.0,0.5841121495327103,16.900000000000006,,,False,False,False,False,False,False,False,True,True
34005704014,34005704014,1.6,4.504350793379969,6.403712296983759,21.09623964308477,0.7010834926704907,5.449330783938815,18.299999999999997,,,False,False,False,False,False,False,False,True,True
34005704200,34005704200,0.9,4.839797639123103,11.632825719120135,19.316730523627076,0.38314176245210724,0.5108556832694764,21.0,,,False,False,False,False,False,False,False,True,True
34005704302,34005704302,1.8,4.370249728555917,4.721862871927555,8.227114716106605,0.0,1.738122827346466,15.799999999999997,,,False,False,False,False,False,False,False,True,True
34005704500,34005704500,7.6,12.427113702623908,16.19654231119199,32.37139272271016,0.6273525721455459,4.767879548306149,24.599999999999994,,,False,False,False,False,False,False,False,True,True
34005704600,34005704600,25.5,11.75024582104228,3.022670025188917,47.17171717171717,3.2323232323232323,18.787878787878785,53.9,,,False,False,False,False,False,False,False,True,True
34005704700,34005704700,12.9,17.344368477869736,7.225130890052355,19.393042190969652,0.7401924500370096,2.29459659511473,34.599999999999994,,,False,False,False,False,False,False,False,True,True
34005704801,34005704801,4.5,8.876050420168067,7.352941176470589,68.7007874015748,2.263779527559055,0.4921259842519685,57.5,,,False,False,False,False,False,False,False,True,True
34005704802,34005704802,14.8,17.673579801623085,8.520179372197308,97.83549783549783,0.8658008658008658,0.8658008658008658,96.6,,,False,False,False,False,False,False,False,True,True
34005981802,34005981802,0.0,34.1645885286783,0.0,0.0,0.0,0.0,98.7,,,False,False,False,False,False,False,False,True,True
34005982111,34005982111,5.0,3.278688524590164,0.0,100.0,0.0,0.0,91.1,,,False,False,False,False,False,False,False,True,True
34007600200,34007600200,30.0,33.88017118402282,33.54564755838641,49.5225102319236,0.0,38.47203274215553,39.1,,,False,False,False,False,False,False,False,True,True
34007600400,34007600400,49.3,31.219245489338437,43.40320591861899,65.08087535680305,10.466222645099906,40.627973358705994,47.5,,,False,False,False,False,False,False,False,True,True
34007600700,34007600700,59.6,45.62002275312855,46.17737003058104,70.12711864406779,5.932203389830509,28.177966101694917,40.8,,,False,False,False,False,False,False,False,True,True
34007600800,34007600800,43.9,43.42912495963836,34.442060085836914,78.51985559566786,11.191335740072201,54.993983152827916,58.7,,,False,False,False,False,False,False,False,True,True
34007600900,34007600900,52.4,52.475247524752476,51.652892561983464,78.6042944785276,15.874233128834355,38.11349693251534,45.6,,,False,False,False,False,False,False,False,True,True
34007601000,34007601000,22.9,26.459251101321584,24.337748344370862,44.00446179587284,10.206358059118795,24.98605688789738,29.099999999999994,,,False,False,False,False,False,False,False,True,True
34007601101,34007601101,39.6,43.10249307479224,32.34421364985163,61.52980877390326,14.960629921259844,24.746906636670417,32.3,,,False,False,False,False,False,False,False,True,True
34007601102,34007601102,20.5,35.11080332409972,36.05560382276282,50.83179297597042,7.393715341959335,31.854590264941468,27.799999999999997,,,False,False,False,False,False,False,False,True,True
34007601200,34007601200,28.7,29.585798816568047,26.52377762893503,35.95907928388747,2.2506393861892584,15.754475703324808,30.200000000000003,,,False,False,False,False,False,False,False,True,True
34007601300,34007601300,35.8,32.77013752455796,47.109207708779444,62.30432060112712,2.7551659361302443,40.889167188478396,42.7,,,False,False,False,False,False,False,False,True,True
34007601400,34007601400,30.1,21.582479689155775,41.01184068891281,53.001936733376375,6.520335700451904,28.53453841187863,49.1,,,False,False,False,False,False,False,False,True,True
34007601500,34007601500,38.2,42.275574112734866,50.086505190311414,68.09357889497262,6.421105027376804,37.38178198108512,38.5,,,False,False,False,False,False,False,False,True,True
34007601600,34007601600,42.4,34.07780979827089,64.86486486486487,72.68722466960352,4.845814977973569,37.44493392070485,45.4,,,False,False,False,False,False,False,False,True,True
34007601700,34007601700,42.3,26.365475387727578,59.01234567901235,88.62713241267262,3.4930950446791225,46.70999187652315,52.2,,,False,False,False,False,False,False,False,True,True
34007601800,34007601800,32.0,24.965325936199722,38.559322033898304,49.107142857142854,9.375,23.660714285714285,46.9,,,False,False,False,False,False,False,False,True,True
34007601900,34007601900,44.2,33.40732519422864,52.513966480446925,62.8310502283105,0.0,29.132420091324203,40.8,,,False,False,False,False,False,False,False,True,True
34007602000,34007602000,31.6,25.595882990249187,45.91896652965355,54.0479421076436,1.7186793306196293,35.59475350520127,44.2,,,False,False,False,False,False,False,False,True,True
34007602503,34007602503,3.5,20.298507462686565,15.714285714285714,16.165413533834585,0.7518796992481203,4.010025062656641,29.299999999999997,,,False,False,False,False,False,False,False,True,True
34007602601,34007602601,6.6,17.277200656096227,6.6765578635014835,12.622415669205658,1.7410228509249184,6.420021762785637,31.099999999999994,,,False,False,False,False,False,False,False,True,True
34007602602,34007602602,23.5,27.248394004282655,29.931034482758623,32.57575757575758,0.7575757575757576,18.46590909090909,27.099999999999994,,,False,False,False,False,False,False,False,True,True
34007602901,34007602901,4.7,8.18399044205496,10.606060606060606,14.026121521862578,0.0,3.4071550255536627,20.299999999999997,,,False,False,False,False,False,False,False,True,True
34007602902,34007602902,16.6,15.207581227436823,16.947115384615387,34.97907949790795,0.0,21.506276150627617,29.599999999999994,,,False,False,False,False,False,False,False,True,True
34007603001,34007603001,5.1,8.418271045677614,10.406811731315042,14.48736998514116,1.040118870728083,2.2288261515601784,24.700000000000003,,,False,False,False,False,False,False,False,True,True
34007603002,34007603002,15.1,20.800850460666194,34.01736385161799,17.733674775928296,3.5211267605633805,5.761843790012804,23.400000000000006,,,False,False,False,False,False,False,False,True,True
34007603100,34007603100,3.4,6.382145653876273,13.442622950819672,36.02264685067233,0.42462845010615713,10.898796886058031,15.599999999999994,,,False,False,False,False,False,False,False,True,True
34007603200,34007603200,7.9,11.827284105131413,10.718870346598203,32.95763699961135,0.7384376214535562,9.59968907889623,16.099999999999994,,,False,False,False,False,False,False,False,True,True
34007603301,34007603301,3.9,6.983758700696057,4.621567314132618,43.221830985915496,0.35211267605633806,5.413732394366197,17.0,,,False,False,False,False,False,False,False,True,True
34007603302,34007603302,4.2,6.437768240343347,5.009276437847866,17.781769196228108,3.27795240233498,5.657835653345308,20.200000000000003,,,False,False,False,False,False,False,False,True,True
34007603303,34007603303,12.5,8.570159857904084,6.7064083457526085,57.08123652048885,0.5751258087706687,15.887850467289718,23.700000000000003,,,False,False,False,False,False,False,False,True,True
34007603400,34007603400,8.1,7.233172182967645,17.3391494002181,30.7938768244927,9.184763260946955,3.6667853328586686,16.0,,,False,False,False,False,False,False,False,True,True
34007603501,34007603501,4.1,6.417233560090703,7.382920110192838,21.47395171537484,1.3553578991952562,4.235493434985176,17.0,,,False,False,False,False,False,False,False,True,True
34007603503,34007603503,1.3,1.9827310521266388,1.267710663683818,0.5031446540880503,0.37735849056603776,2.767295597484277,17.299999999999997,,,False,False,False,False,False,False,False,True,True
34007603504,34007603504,1.5,4.362606232294618,4.295302013422819,6.956521739130435,0.0,1.4130434782608696,17.0,,,False,False,False,False,False,False,False,True,True
34007603505,34007603505,5.9,3.837118245888802,4.308617234468938,5.355648535564853,0.8368200836820083,0.7531380753138075,14.299999999999997,,,False,False,False,False,False,False,False,True,True
34007603506,34007603506,2.7,3.252217420968843,1.7113519680547633,3.117619272555503,0.47236655644780345,4.345772319319792,17.599999999999994,,,False,False,False,False,False,False,False,True,True
34007603507,34007603507,5.4,4.3861405968355704,10.687022900763358,20.737674068498308,0.0,6.511102747459541,22.0,,,False,False,False,False,False,False,False,True,True
34007603601,34007603601,7.1,4.708029197080292,5.29595015576324,9.608540925266903,0.0,0.0,20.099999999999994,,,False,False,False,False,False,False,False,True,True
34007603602,34007603602,2.8,2.6147588611272514,2.3415977961432506,2.8169014084507045,0.0,1.056338028169014,15.200000000000003,,,False,False,False,False,False,False,False,True,True
34007603603,34007603603,3.8,3.57355568790947,4.470938897168406,3.0376670716889427,0.0,0.7290400972053462,20.400000000000006,,,False,False,False,False,False,False,False,True,True
34007603700,34007603700,11.2,5.8890577507598785,7.43801652892562,35.27054108216433,0.8016032064128256,5.410821643286573,14.099999999999994,,,False,False,False,False,False,False,False,True,True
34007603800,34007603800,3.7,1.1544011544011543,9.164222873900293,11.536358665937671,0.0,3.116457080371788,15.0,,,False,False,False,False,False,False,False,True,True
34007603901,34007603901,4.5,2.888888888888889,4.552238805970149,30.51305130513051,0.8550855085508551,4.68046804680468,19.400000000000006,,,False,False,False,False,False,False,False,True,True
34007603902,34007603902,2.5,3.939688715953307,3.594771241830065,50.78003120124806,0.0,9.594383775351014,14.799999999999997,,,False,False,False,False,False,False,False,True,True
34007604100,34007604100,21.4,24.688427299703264,32.69230769230769,41.56479217603912,7.090464547677261,17.359413202933986,32.5,,,False,False,False,False,False,False,False,True,True
34007604200,34007604200,4.4,4.594594594594595,17.41176470588235,52.45441795231417,0.0,12.201963534361852,20.0,,,False,False,False,False,False,False,False,True,True
34007604300,34007604300,3.8,3.0100334448160537,6.707317073170732,34.80861244019139,0.0,5.562200956937799,12.5,,,False,False,False,False,False,False,False,True,True
34007604400,34007604400,4.6,3.3993115318416525,6.018518518518518,23.891050583657588,0.0,4.747081712062257,9.400000000000006,,,False,False,False,False,False,False,False,True,True
34007604600,34007604600,8.5,2.3255813953488373,10.441767068273093,44.84911550468262,1.1446409989594173,10.822060353798127,18.099999999999994,,,False,False,False,False,False,False,False,True,True
34007604700,34007604700,3.2,4.935622317596566,6.517311608961303,13.183730715287517,0.5610098176718092,2.664796633941094,22.299999999999997,,,False,False,False,False,False,False,False,True,True
34007605100,34007605100,6.7,11.118464592984779,19.748653500897667,17.89600967351874,2.0556227327690446,8.34340991535671,22.900000000000006,,,False,False,False,False,False,False,False,True,True
34007605200,34007605200,17.8,18.359150889271373,27.53403933434191,19.098712446351932,5.579399141630901,8.047210300429185,18.700000000000003,,,False,False,False,False,False,False,False,True,True
34007605300,34007605300,11.5,12.753623188405797,12.083333333333334,27.514792899408285,1.9230769230769231,13.905325443786982,30.299999999999997,,,False,False,False,False,False,False,False,True,True
34007605400,34007605400,11.5,6.412930135557874,18.24925816023739,28.972868217054266,0.872093023255814,4.554263565891473,19.099999999999994,,,False,False,False,False,False,False,False,True,True
34007605602,34007605602,2.8,0.8758371973209685,11.192930780559648,30.73263558515699,0.0,5.803996194100856,15.599999999999994,,,False,False,False,False,False,False,False,True,True
34007605700,34007605700,3.7,1.773049645390071,18.788627935723117,27.66768292682927,3.048780487804878,6.402439024390244,21.599999999999994,,,False,False,False,False,False,False,False,True,True
34007605800,34007605800,4.2,7.153214113098115,4.532967032967033,9.597806215722121,0.0,10.3290676416819,12.900000000000006,,,False,False,False,False,False,False,False,True,True
34007605900,34007605900,5.4,3.104325699745547,11.712846347607053,15.060240963855422,0.0,2.3092369477911645,16.900000000000006,,,False,False,False,False,False,False,False,True,True
34007606000,34007606000,5.4,4.048295454545454,5.274261603375527,35.487661574618095,0.0,10.81081081081081,20.0,,,False,False,False,False,False,False,False,True,True
34007606100,34007606100,0.0,1.7195767195767195,3.918495297805643,15.284974093264248,0.0,0.5181347150259068,19.599999999999994,,,False,False,False,False,False,False,False,True,True
34007606200,34007606200,0.8,0.19447685725398678,8.620689655172415,11.785216178521619,0.0,2.7196652719665275,17.099999999999994,,,False,False,False,False,False,False,False,True,True
34007606300,34007606300,3.9,1.0410287813839558,11.009174311926607,29.257641921397383,0.0,6.004366812227074,15.5,,,False,False,False,False,False,False,False,True,True
34007606400,34007606400,1.8,0.46153846153846156,0.7692307692307693,5.923694779116466,0.0,4.518072289156627,20.900000000000006,,,False,False,False,False,False,False,False,True,True
34007606500,34007606500,13.9,8.65036231884058,12.145110410094636,38.22260569456428,4.055220017256255,13.546160483175152,33.5,,,False,False,False,False,False,False,False,True,True
34007606600,34007606600,7.0,2.6434195725534306,7.641196013289036,34.75247524752475,0.0,2.0792079207920793,11.400000000000006,,,False,False,False,False,False,False,False,True,True
34007606700,34007606700,5.6,8.376327769347498,14.818355640535371,43.723175965665234,1.6630901287553648,5.203862660944206,23.799999999999997,,,False,False,False,False,False,False,False,True,True
34007606800,34007606800,9.0,14.024166971805199,18.19116135662898,14.571428571428571,4.928571428571429,4.714285714285714,23.599999999999994,,,False,False,False,False,False,False,False,True,True
34007607000,34007607000,22.8,15.751357875678936,6.27208480565371,51.96188340807175,6.7825112107623315,12.331838565022421,29.200000000000003,,,False,False,False,False,False,False,False,True,True
34007607100,34007607100,5.8,13.419593345656192,12.5,16.304347826086957,2.391304347826087,4.9275362318840585,24.5,,,False,False,False,False,False,False,False,True,True
34007607200,34007607200,10.3,4.674991994876721,16.797642436149314,43.138357705286836,0.562429696287964,7.536557930258718,20.400000000000006,,,False,False,False,False,False,False,False,True,True
34007607300,34007607300,8.2,7.269736842105264,16.94915254237288,35.23809523809524,0.7738095238095238,2.5,21.400000000000006,,,False,False,False,False,False,False,False,True,True
34007607401,34007607401,16.6,8.525671219971738,2.8315946348733236,32.233502538071065,0.5922165820642978,10.65989847715736,28.200000000000003,,,False,False,False,False,False,False,False,True,True
34007607402,34007607402,4.2,5.289421157684631,15.879828326180256,23.719165085388994,1.3282732447817838,2.4667931688804554,22.200000000000003,,,False,False,False,False,False,False,False,True,True
34007607502,34007607502,5.7,8.993725307924704,0.0,12.383749388154675,0.881057268722467,8.761625061184533,28.799999999999997,,,False,False,False,False,False,False,False,True,True
34007607503,34007607503,4.6,10.438960471718715,3.354037267080745,21.67736021998167,0.458295142071494,3.8038496791934002,32.5,,,False,False,False,False,False,False,False,True,True
34007607504,34007607504,2.4,0.5371900826446281,7.323943661971831,1.8229166666666667,0.0,0.0,20.799999999999997,,,False,False,False,False,False,False,False,True,True
34007607505,34007607505,8.3,3.7459283387622153,2.380952380952381,3.5481535119478638,0.0,0.0,19.0,,,False,False,False,False,False,False,False,True,True
34007607506,34007607506,11.2,6.516183986371379,10.493827160493826,53.42771982116245,0.7451564828614009,1.7883755588673622,31.400000000000006,,,False,False,False,False,False,False,False,True,True
34007607507,34007607507,13.3,11.341571050308914,24.727272727272727,73.81606039807824,4.186684969114619,21.448181194234728,16.799999999999997,,,False,False,False,False,False,False,False,True,True
34007607600,34007607600,3.4,6.014540647719762,3.4420289855072466,4.3250327653997385,2.490170380078637,1.7038007863695939,24.0,,,False,False,False,False,False,False,False,True,True
34007607701,34007607701,26.6,14.211737629459147,31.60655737704918,76.51452282157676,6.016597510373444,30.87136929460581,24.5,,,False,False,False,False,False,False,False,True,True
34007607702,34007607702,9.7,15.535339398180545,18.675352877307276,53.19949811794228,3.3249686323713923,9.84943538268507,28.799999999999997,,,False,False,False,False,False,False,False,True,True
34007607801,34007607801,2.3,6.926751592356688,39.55014058106842,60.35391566265061,2.2213855421686746,11.784638554216867,18.400000000000006,,,False,False,False,False,False,False,False,True,True
34007607802,34007607802,17.3,13.494401885680613,13.556338028169016,28.064516129032256,0.0,6.559139784946237,26.900000000000006,,,False,False,False,False,False,False,False,True,True
34007607900,34007607900,4.4,3.129657228017884,8.893280632411066,17.67241379310345,1.8678160919540232,5.316091954022988,22.799999999999997,,,False,False,False,False,False,False,False,True,True
34007608001,34007608001,12.6,6.942752740560293,12.760416666666666,35.037593984962406,3.2330827067669174,13.609022556390975,27.0,,,False,False,False,False,False,False,False,True,True
34007608202,34007608202,0.9,4.335829720141899,6.8932955618508025,14.296407185628743,0.0,6.437125748502994,17.299999999999997,,,False,False,False,False,False,False,False,True,True
34007608205,34007608205,2.9,5.153874675565443,5.301645338208409,2.737642585551331,0.0,1.1406844106463878,16.400000000000006,,,False,False,False,False,False,False,False,True,True
34007608206,34007608206,4.9,6.1683006535947715,6.3852813852813854,13.910969793322733,0.0,2.941176470588235,18.099999999999994,,,False,False,False,False,False,False,False,True,True
34007608209,34007608209,5.2,9.16187345932621,11.877828054298641,38.15694744420446,1.3678905687544995,18.646508279337652,23.299999999999997,,,False,False,False,False,False,False,False,True,True
34007608210,34007608210,11.6,7.7502214348981395,36.67100130039012,74.07886231415644,4.0077569489334195,9.437621202327085,19.299999999999997,,,False,False,False,False,False,False,False,True,True
34007608211,34007608211,2.6,6.680060271220492,11.720356408498972,31.23262279888786,0.9731232622798889,3.5217794253938832,20.900000000000006,,,False,False,False,False,False,False,False,True,True
34007608302,34007608302,7.2,8.551145530816392,18.153526970954356,50.58110156644771,0.8590197069226881,10.005053057099547,21.799999999999997,,,False,False,False,False,False,False,False,True,True
34007608303,34007608303,22.9,9.441836202399582,19.151846785225718,41.74852652259332,2.75049115913556,9.233791748526523,21.700000000000003,,,False,False,False,False,False,False,False,True,True
34007608304,34007608304,4.5,12.70534414639218,13.261421319796954,27.857142857142858,4.887218045112782,3.8345864661654137,21.599999999999994,,,False,False,False,False,False,False,False,True,True
34007608401,34007608401,3.2,9.407027818448023,3.5246727089627394,3.640776699029126,3.802588996763754,0.7281553398058253,14.5,,,False,False,False,False,False,False,False,True,True
34007608402,34007608402,9.8,12.121212121212121,6.862745098039216,3.9473684210526314,0.0,2.244582043343653,22.900000000000006,,,False,False,False,False,False,False,False,True,True
34007608403,34007608403,5.3,4.0488301119023395,15.6526261050442,14.62979482604817,0.0,2.2747546833184655,20.799999999999997,,,False,False,False,False,False,False,False,True,True
34007608404,34007608404,8.6,4.851507594649739,18.782913984786425,16.709401709401707,0.7264957264957265,0.7264957264957265,23.200000000000003,,,False,False,False,False,False,False,False,True,True
34007608503,34007608503,10.9,12.05244578920827,34.54545454545455,53.456591639871384,0.0,6.993569131832797,31.700000000000003,,,False,False,False,False,False,False,False,True,True
34007608504,34007608504,16.0,12.425784563189143,36.11825192802057,59.962406015037594,1.1278195488721803,18.045112781954884,32.8,,,False,False,False,False,False,False,False,True,True
34007608600,34007608600,15.8,12.519961673586714,24.446412754650133,47.02348443473512,2.5122883670125615,9.175314036045878,31.0,,,False,False,False,False,False,False,False,True,True
34007608700,34007608700,3.5,8.199148621136406,14.821222606689735,12.577532736044109,0.0,10.578911095796002,15.900000000000006,,,False,False,False,False,False,False,False,True,True
34007608800,34007608800,11.2,18.20442675951256,11.74698795180723,31.88553909044456,2.708226877874297,14.154317833418498,23.299999999999997,,,False,False,False,False,False,False,False,True,True
34007608901,34007608901,8.3,11.108617594254937,2.7698863636363638,9.412955465587045,0.0,1.0121457489878543,21.5,,,False,False,False,False,False,False,False,True,True
34007608903,34007608903,0.7,5.402061855670103,1.3348164627363739,3.477443609022556,0.0,0.9398496240601504,19.5,,,False,False,False,False,False,False,False,True,True
34007608904,34007608904,3.7,4.339250493096647,1.2886597938144329,3.8229376257545273,0.0,0.0,12.099999999999994,,,False,False,False,False,False,False,False,True,True
34007609000,34007609000,19.4,18.045112781954884,9.597523219814242,22.794117647058822,1.8382352941176472,5.330882352941177,41.5,,,False,False,False,False,False,False,False,True,True
34007609103,34007609103,3.9,10.921052631578949,4.236006051437216,23.292092522861754,1.7751479289940828,5.755782678859602,24.900000000000006,,,False,False,False,False,False,False,False,True,True
34007609201,34007609201,13.6,6.686626746506986,15.463917525773196,25.043579314352122,4.880883207437536,8.657757117954677,21.200000000000003,,,False,False,False,False,False,False,False,True,True
34007609202,34007609202,14.9,13.518080432578575,20.64026958719461,32.795698924731184,3.942652329749104,6.451612903225806,29.5,,,False,False,False,False,False,False,False,True,True
34007609203,34007609203,4.1,3.4885634359058746,19.51530612244898,15.090161341347674,0.0,4.0809870294210695,19.799999999999997,,,False,False,False,False,False,False,False,True,True
34007609204,34007609204,23.0,10.357142857142858,24.7546346782988,40.17278617710583,3.599712023038157,12.59899208063355,34.8,,,False,False,False,False,False,False,False,True,True
34007609205,34007609205,5.0,5.9683313032886725,11.668928086838534,16.022620169651272,0.0,2.827521206409048,18.299999999999997,,,False,False,False,False,False,False,False,True,True
34007610300,34007610300,34.4,22.17537942664418,44.44444444444444,84.73019517795638,1.7221584385763489,39.38002296211251,39.3,,,False,False,False,False,False,False,False,True,True
34007610400,34007610400,46.3,19.817073170731707,27.946537059538272,49.08073541167066,0.8792965627498002,33.89288569144684,62.1,,,False,False,False,False,False,False,False,True,True
34007610500,34007610500,27.7,21.331747919143876,26.368785399622404,26.259541984732827,4.3765903307888046,4.732824427480916,25.599999999999994,,,False,False,False,False,False,False,False,True,True
34007610600,34007610600,13.0,16.048237476808904,13.26530612244898,82.65625,3.4375000000000004,22.34375,32.2,,,False,False,False,False,False,False,False,True,True
34007610800,34007610800,11.3,16.98880976602238,10.55363321799308,21.566731141199227,4.25531914893617,18.3752417794971,31.099999999999994,,,False,False,False,False,False,False,False,True,True
34007610900,34007610900,5.9,5.1262433052792655,11.07011070110701,47.06293706293706,0.48951048951048953,12.167832167832168,15.700000000000003,,,False,False,False,False,False,False,False,True,True
34007611000,34007611000,8.9,7.129000969932105,13.532856213402733,43.235831809872025,2.2394881170018284,10.648994515539306,34.2,,,False,False,False,False,False,False,False,True,True
34007611100,34007611100,11.8,14.612281488121917,7.738095238095238,41.390728476821195,2.152317880794702,16.142384105960264,21.599999999999994,,,False,False,False,False,False,False,False,True,True
34007611200,34007611200,7.3,3.255665496329397,7.634854771784233,23.547400611620795,0.8562691131498471,0.9785932721712538,20.299999999999997,,,False,False,False,False,False,False,False,True,True
34007611300,34007611300,5.6,13.03098051740658,10.703363914373089,22.12449255751015,1.5561569688768606,11.637347767253045,34.900000000000006,,,False,False,False,False,False,False,False,True,True
34007611400,34007611400,6.5,5.403533079321095,9.458297506448838,8.291457286432161,0.6909547738693468,4.648241206030151,23.700000000000003,,,False,False,False,False,False,False,False,True,True
34007611500,34007611500,5.2,13.61969617600838,3.1197301854974704,13.191489361702127,1.9452887537993921,4.741641337386018,38.8,,,False,False,False,False,False,False,False,True,True
34007611600,34007611600,16.6,7.592407592407592,16.29711751662971,75.92778335005015,1.2537612838515546,16.700100300902708,31.099999999999994,,,False,False,False,False,False,False,False,True,True
34007611700,34007611700,4.7,4.696132596685083,14.489003880983182,24.748858447488583,0.730593607305936,6.575342465753424,24.200000000000003,,,False,False,False,False,False,False,False,True,True
34009020101,34009020101,10.0,6.704106704106703,16.141356255969434,35.571997723392144,8.195788275469551,10.301650540694366,24.700000000000003,,,False,False,False,False,False,False,False,True,True
34009020102,34009020102,3.8,2.5806451612903225,8.768971332209107,29.599999999999998,0.4,9.5,17.099999999999994,,,False,False,False,False,False,False,False,True,True
34009020201,34009020201,3.9,1.5342960288808665,5.240174672489083,14.695945945945946,0.0,1.5202702702702704,25.400000000000006,,,False,False,False,False,False,False,False,True,True
34009020203,34009020203,7.1,2.9281767955801103,5.6537102473498235,35.294117647058826,0.8823529411764706,20.980392156862745,30.400000000000006,,,False,False,False,False,False,False,False,True,True
34009020205,34009020205,2.4,3.5278154681139755,4.044117647058823,11.627906976744185,1.0570824524312896,5.708245243128964,22.900000000000006,,,False,False,False,False,False,False,False,True,True
34009020206,34009020206,2.0,0.29455081001472755,9.12863070539419,20.437956204379564,0.0,5.839416058394161,22.099999999999994,,,False,False,False,False,False,False,False,True,True
34009020301,34009020301,4.8,1.5060240963855422,3.982930298719772,12.964930924548353,0.5313496280552604,0.8501594048884166,18.299999999999997,,,False,False,False,False,False,False,False,True,True
34009020302,34009020302,4.7,1.6656384947563232,4.579025110782865,5.540318156884257,0.0,4.05924300603401,22.700000000000003,,,False,False,False,False,False,False,False,True,True
34009020400,34009020400,4.8,0.2763957987838585,14.47721179624665,18.64555848724714,0.0,4.661389621811785,16.900000000000006,,,False,False,False,False,False,False,False,True,True
34009020500,34009020500,26.1,39.65311004784689,27.710843373493976,43.03482587064676,2.9850746268656714,14.17910447761194,47.3,,,False,False,False,False,False,False,False,True,True
