,count,mean,std,min,25%,50%,75%,max
poverty_pct,70133.0,14.709815636005874,11.438358015539587,0.0,6.3,11.6,19.9,100.0
low_edu_pct,70133.0,12.687462631556018,10.303473582245607,0.0,5.28643216080402,9.850275807722616,17.14027965719441,81.6566265060241
single_parent_pct,70133.0,14.495383678338662,10.412160222494293,0.0,7.12401055408971,11.989100817438691,19.306184012066367,100.0
renter_pct,70133.0,36.54063857449178,22.776453371692718,0.0,18.513689700130378,31.548536209553156,51.0,100.0
overcrowded_pct,70133.0,3.570869119975748,5.135778833707685,0.0,0.588865096359743,1.8812246403541129,4.3984476067270375,100.0
no_vehicle_pct,70133.0,9.186792927082298,12.102647422374698,0.0,2.375296912114014,5.188679245283019,10.72234762979684,100.0
nonemployed_u65_pct,70133.0,27.54231103759999,10.658591538227864,0.0,20.299999999999997,25.5,32.599999999999994,100.0
disadvantage_index,70133.0,-2.431526622024212e-17,0.7072353372021926,-1.3646202872694555,-0.5268410831296493,-0.17224341396689025,0.36870858175601573,4.098062577446398
